index,"player","fname","lname",week,year,"pos1","fp3",rank
4,"DC-1600","Dallas","Clark",12,2004,"TE","1.60",34
13,"MS-0700","Mike","Seidman",12,2004,"TE","1.60",34
40,"RR-1300","Robert","Royal",12,2004,"TE","1.60",34
29,"TY-0200","Todd","Yoder",12,2004,"TE","1.50",40
27,"KB-1700","Kyle","Brady",12,2004,"TE","1.40",41
26,"JP-1900","Justin","Peelle",12,2004,"TE","1.40",41
12,"WH-0500","Will","Heller",12,2004,"TE","1.40",41
47,"RH-0500","Ryan","Hannam",12,2004,"TE","1.00",44
39,"BK-1100","Brian","Kozlowski",12,2004,"TE","0.00",45
43,"AW-0200","Aaron","Walker",12,2004,"TE","0.00",45
37,"CL-0900","Chad","Lewis",12,2004,"TE","0.00",45
7,"AB-1100","Anthony","Becht",12,2004,"TE","0.00",45
14,"RK-0200","Reggie","Kelly",12,2004,"TE","0.00",45
17,"TS-3300","Tony","Stewart",12,2004,"TE","0.00",45
34,"VS-0100","Visanthe","Shiancoe",12,2004,"TE","0.00",45
3,"JS-4900","Justin","Snow",12,2004,"TE","0.00",45
51,"RW-2900","Roland","Williams",12,2004,"TE","0.00",45
33,"CF-0300","Christian","Fauria",12,2004,"TE","0.00",45
53,"TJ-1500","Teyo","Johnson",12,2004,"TE","0.00",45
54,"BS-3800","Ben","Steele",12,2004,"TE","0.00",45
30,"SB-0600","Sean","Berton",12,2004,"TE","0.00",45
10,"EC-0400","Ernie","Conwell",12,2004,"TE","0.00",45
7,"DC-1900","Desmond","Clark",13,2004,"TE","17.80",1
38,"LS-1000","L.J.","Smith",13,2004,"TE","14.20",2
14,"FJ-0500","Freddie","Jones",13,2004,"TE","13.60",3
19,"TE-0500","Tim","Euhus",13,2004,"TE","13.20",4
51,"CC-4300","Chris","Cooley",13,2004,"TE","11.10",5
59,"JW-6000","Jason","Witten",13,2004,"TE","11.10",5
55,"JR-2300","Jay","Riemersma",13,2004,"TE","9.60",7
21,"DL-0600","Donald","Lee",13,2004,"TE","8.50",8
53,"RR-1300","Robert","Royal",13,2004,"TE","7.90",9
60,"JS-6400","Jerramy","Stevens",13,2004,"TE","7.80",10
30,"AB-1100","Anthony","Becht",13,2004,"TE","7.20",11
16,"MP-1500","Marcus","Pollard",13,2004,"TE","6.90",12
5,"TJ-2600","Terry","Jones",13,2004,"TE","6.80",13
56,"TY-0200","Todd","Yoder",13,2004,"TE","6.60",14
4,"RK-0200","Reggie","Kelly",13,2004,"TE","6.50",15
32,"TG-1300","Tony","Gonzalez",13,2004,"TE","6.20",16
40,"AG-0500","Antonio","Gates",13,2004,"TE","6.10",17
22,"RN-0600","Ryan","Neufeld",13,2004,"TE","6.00",18
26,"BW-1850","Boo","Williams",13,2004,"TE","5.40",19
18,"EK-0600","Erron","Kinney",13,2004,"TE","5.30",20
54,"JS-2700","Jeremy","Shockey",13,2004,"TE","5.30",20
2,"TH-1100","Todd","Heap",13,2004,"TE","5.20",22
58,"IM-0200","Itula","Mili",13,2004,"TE","5.00",23
10,"SH-0600","Steve","Heiden",13,2004,"TE","5.00",23
39,"JP-4400","Jeb","Putzier",13,2004,"TE","4.90",25
33,"JD-3200","Jason","Dunn",13,2004,"TE","4.20",26
24,"KM-0300","Kris","Mangum",13,2004,"TE","4.10",27
8,"CF-0300","Christian","Fauria",13,2004,"TE","3.50",28
44,"EJ-0900","Eric","Johnson",13,2004,"TE","3.50",28
23,"RM-3100","Randy","McMichael",13,2004,"TE","3.40",30
17,"BT-1000","Ben","Troupe",13,2004,"TE","3.10",31
11,"DG-2100","Daniel","Graham",13,2004,"TE","2.40",32
0,"MS-0500","Matt","Schobel",13,2004,"TE","2.10",33
34,"TJ-1500","Teyo","Johnson",13,2004,"TE","1.90",34
47,"CC-2300","Cameron","Cleeland",13,2004,"TE","1.90",34
1,"DD-1500","Darnell","Dinkins",13,2004,"TE","1.90",34
25,"EC-0400","Ernie","Conwell",13,2004,"TE","1.80",37
43,"AW-0200","Aaron","Walker",13,2004,"TE","1.80",37
52,"BK-1100","Brian","Kozlowski",13,2004,"TE","1.80",37
12,"JW-1200","Jed","Weaver",13,2004,"TE","1.70",40
48,"DB-2400","Dwayne","Blakley",13,2004,"TE","1.60",41
42,"JP-1900","Justin","Peelle",13,2004,"TE","1.60",41
50,"AC-2700","Alge","Crumpler",13,2004,"TE","1.50",43
13,"SA-0700","Stephen","Alexander",13,2004,"TE","1.50",43
3,"TS-3300","Tony","Stewart",13,2004,"TE","1.40",45
41,"DC-0800","Dwayne","Carswell",13,2004,"TE","1.00",46
9,"AS-0800","Aaron","Shea",13,2004,"TE","0.00",47
57,"KB-1700","Kyle","Brady",13,2004,"TE","0.00",47
15,"CF-0600","Casey","Fitzsimmons",13,2004,"TE","0.00",47
29,"BM-2200","Billy","Miller",13,2004,"TE","0.00",47
46,"BJ-1200","Brian","Jennings",13,2004,"TE","0.00",47
31,"BP-0800","Bryan","Pittman",13,2004,"TE","0.00",47
45,"BM-0100","Brandon","Manumaleuna",13,2004,"TE","0.00",47
20,"MC-0200","Mark","Campbell",13,2004,"TE","0.00",47
6,"DW-2700","Daniel","Wilcox",13,2004,"TE","0.00",47
27,"MS-0700","Mike","Seidman",13,2004,"TE","0.00",47
37,"BS-3800","Ben","Steele",13,2004,"TE","0.00",47
36,"BF-1100","Bubba","Franks",13,2004,"TE","0.00",47
28,"MB-4400","Mark","Bruener",13,2004,"TE","0.00",47
49,"WH-0500","Will","Heller",13,2004,"TE","0.00",47
35,"DJ-2100","Doug","Jolley",13,2004,"TE","0.00",47
9,"TH-1100","Todd","Heap",14,2004,"TE","24.60",1
55,"TG-1300","Tony","Gonzalez",14,2004,"TE","14.60",2
10,"JS-2700","Jeremy","Shockey",14,2004,"TE","13.30",3
52,"CC-4300","Chris","Cooley",14,2004,"TE","12.50",4
42,"CF-0300","Christian","Fauria",14,2004,"TE","12.30",5
21,"RM-3100","Randy","McMichael",14,2004,"TE","11.20",6
18,"JW-6000","Jason","Witten",14,2004,"TE","9.90",7
51,"LS-1000","L.J.","Smith",14,2004,"TE","9.20",8
28,"MP-1500","Marcus","Pollard",14,2004,"TE","8.20",9
46,"JT-4300","Jerame","Tuman",14,2004,"TE","8.00",10
58,"SM-2500","Shad","Meier",14,2004,"TE","8.00",10
3,"FJ-0500","Freddie","Jones",14,2004,"TE","7.40",12
41,"MS-0500","Matt","Schobel",14,2004,"TE","7.20",13
1,"EE-0100","Eric","Edwards",14,2004,"TE","6.90",14
26,"BF-1100","Bubba","Franks",14,2004,"TE","6.90",14
36,"RH-0500","Ryan","Hannam",14,2004,"TE","6.40",16
24,"JP-4400","Jeb","Putzier",14,2004,"TE","5.00",17
49,"WH-0500","Will","Heller",14,2004,"TE","4.90",18
29,"DC-1600","Dallas","Clark",14,2004,"TE","4.60",19
30,"BM-2200","Billy","Miller",14,2004,"TE","4.30",20
2,"AW-0200","Aaron","Walker",14,2004,"TE","4.00",21
12,"SH-0600","Steve","Heiden",14,2004,"TE","3.90",22
31,"DL-2500","Dustin","Lyman",14,2004,"TE","3.90",22
39,"JW-1200","Jed","Weaver",14,2004,"TE","3.40",24
4,"AC-2700","Alge","Crumpler",14,2004,"TE","3.20",25
54,"EK-0600","Erron","Kinney",14,2004,"TE","3.00",26
0,"EJ-0900","Eric","Johnson",14,2004,"TE","2.80",27
47,"AG-0500","Antonio","Gates",14,2004,"TE","2.70",28
16,"MS-0700","Mike","Seidman",14,2004,"TE","2.70",28
56,"BT-1000","Ben","Troupe",14,2004,"TE","2.60",30
32,"BJ-2300","Brian","Jones",14,2004,"TE","2.40",31
6,"TJ-1500","Teyo","Johnson",14,2004,"TE","2.30",32
22,"DL-0600","Donald","Lee",14,2004,"TE","2.00",33
15,"RT-1500","Rod","Trafford",14,2004,"TE","2.00",33
27,"CF-0600","Casey","Fitzsimmons",14,2004,"TE","1.90",35
5,"DJ-2100","Doug","Jolley",14,2004,"TE","1.90",35
48,"JP-1900","Justin","Peelle",14,2004,"TE","1.90",35
13,"AS-0800","Aaron","Shea",14,2004,"TE","1.50",38
40,"RK-0200","Reggie","Kelly",14,2004,"TE","1.50",38
45,"CB-0300","Chris","Baker",14,2004,"TE","1.50",38
11,"DD-1500","Darnell","Dinkins",14,2004,"TE","1.50",38
44,"AB-1100","Anthony","Becht",14,2004,"TE","1.40",42
19,"BW-1850","Boo","Williams",14,2004,"TE","1.40",42
34,"TY-0200","Todd","Yoder",14,2004,"TE","1.40",42
20,"EC-0400","Ernie","Conwell",14,2004,"TE","1.40",42
33,"KB-1700","Kyle","Brady",14,2004,"TE","1.20",46
53,"RR-1300","Robert","Royal",14,2004,"TE","1.10",47
57,"JD-3200","Jason","Dunn",14,2004,"TE","1.00",48
43,"TS-3300","Tony","Stewart",14,2004,"TE","0.00",49
17,"KM-0300","Kris","Mangum",14,2004,"TE","0.00",49
37,"SB-0600","Sean","Berton",14,2004,"TE","0.00",49
7,"TJ-2600","Terry","Jones",14,2004,"TE","0.00",49
35,"JG-1500","John","Gilmore",14,2004,"TE","0.00",49
50,"CL-0900","Chad","Lewis",14,2004,"TE","0.00",49
14,"RN-0600","Ryan","Neufeld",14,2004,"TE","0.00",49
25,"SA-0700","Stephen","Alexander",14,2004,"TE","0.00",49
23,"DC-0800","Dwayne","Carswell",14,2004,"TE","0.00",49
8,"MR-1000","Marcellus","Rivers",14,2004,"TE","0.00",49
38,"IM-0200","Itula","Mili",14,2004,"TE","0.00",49
43,"BT-1000","Ben","Troupe",15,2004,"TE","19.50",1
53,"TH-1100","Todd","Heap",15,2004,"TE","15.80",2
1,"KM-0300","Kris","Mangum",15,2004,"TE","15.30",3
8,"EJ-0900","Eric","Johnson",15,2004,"TE","15.30",3
23,"AG-0500","Antonio","Gates",15,2004,"TE","14.20",5
41,"TJ-1500","Teyo","Johnson",15,2004,"TE","13.90",6
45,"JW-6000","Jason","Witten",15,2004,"TE","12.60",7
56,"DG-2100","Daniel","Graham",15,2004,"TE","11.40",8
18,"MS-0500","Matt","Schobel",15,2004,"TE","11.00",9
5,"JS-2700","Jeremy","Shockey",15,2004,"TE","10.30",10
47,"CL-0900","Chad","Lewis",15,2004,"TE","10.00",11
37,"IM-0200","Itula","Mili",15,2004,"TE","8.30",12
7,"RR-1300","Robert","Royal",15,2004,"TE","8.20",13
46,"LS-1000","L.J.","Smith",15,2004,"TE","8.10",14
39,"JS-6400","Jerramy","Stevens",15,2004,"TE","7.60",15
33,"TG-1300","Tony","Gonzalez",15,2004,"TE","7.40",16
6,"MR-1000","Marcellus","Rivers",15,2004,"TE","7.10",17
55,"RM-3100","Randy","McMichael",15,2004,"TE","6.90",18
32,"JP-4400","Jeb","Putzier",15,2004,"TE","6.00",19
0,"AC-2700","Alge","Crumpler",15,2004,"TE","5.80",20
50,"MP-1500","Marcus","Pollard",15,2004,"TE","5.40",21
25,"SB-0600","Sean","Berton",15,2004,"TE","5.30",22
9,"CC-4300","Chris","Cooley",15,2004,"TE","5.10",23
2,"MS-0700","Mike","Seidman",15,2004,"TE","4.90",24
17,"RK-0200","Reggie","Kelly",15,2004,"TE","4.80",25
26,"SA-0700","Stephen","Alexander",15,2004,"TE","4.60",26
48,"BW-1850","Boo","Williams",15,2004,"TE","4.20",27
13,"CC-2300","Cameron","Cleeland",15,2004,"TE","3.60",28
10,"FJ-0500","Freddie","Jones",15,2004,"TE","3.20",29
28,"BF-1100","Bubba","Franks",15,2004,"TE","3.00",30
27,"BS-3800","Ben","Steele",15,2004,"TE","3.00",30
40,"CB-0300","Chris","Baker",15,2004,"TE","2.70",32
36,"RH-0500","Ryan","Hannam",15,2004,"TE","2.70",32
14,"DC-1900","Desmond","Clark",15,2004,"TE","2.40",34
51,"DC-1600","Dallas","Clark",15,2004,"TE","2.30",35
42,"SM-2500","Shad","Meier",15,2004,"TE","2.20",36
52,"DD-1500","Darnell","Dinkins",15,2004,"TE","2.00",37
29,"TY-0200","Todd","Yoder",15,2004,"TE","2.00",37
12,"BM-0100","Brandon","Manumaleuna",15,2004,"TE","2.00",37
58,"DL-0600","Donald","Lee",15,2004,"TE","1.90",40
34,"JD-3200","Jason","Dunn",15,2004,"TE","1.90",40
35,"DC-0800","Dwayne","Carswell",15,2004,"TE","1.90",40
57,"CF-0300","Christian","Fauria",15,2004,"TE","1.80",43
21,"AS-0800","Aaron","Shea",15,2004,"TE","1.80",43
54,"TJ-2600","Terry","Jones",15,2004,"TE","1.70",45
22,"SH-0600","Steve","Heiden",15,2004,"TE","1.50",46
49,"DM-3000","Dave","Moore",15,2004,"TE","1.50",46
44,"DJ-2100","Doug","Jolley",15,2004,"TE","1.40",48
31,"KB-1700","Kyle","Brady",15,2004,"TE","1.30",49
3,"DB-2400","Dwayne","Blakley",15,2004,"TE","0.00",50
4,"VS-0100","Visanthe","Shiancoe",15,2004,"TE","0.00",50
11,"EE-0100","Eric","Edwards",15,2004,"TE","0.00",50
38,"AB-1100","Anthony","Becht",15,2004,"TE","0.00",50
16,"MB-4400","Mark","Bruener",15,2004,"TE","0.00",50
20,"RN-0600","Ryan","Neufeld",15,2004,"TE","0.00",50
24,"CF-0600","Casey","Fitzsimmons",15,2004,"TE","0.00",50
30,"BJ-2300","Brian","Jones",15,2004,"TE","0.00",50
15,"BM-2200","Billy","Miller",15,2004,"TE","0.00",50
19,"TS-3300","Tony","Stewart",15,2004,"TE","0.00",50
2,"TG-1300","Tony","Gonzalez",16,2004,"TE","38.40",1
25,"AG-0500","Antonio","Gates",16,2004,"TE","17.90",2
54,"RM-3100","Randy","McMichael",16,2004,"TE","14.90",3
10,"JS-2700","Jeremy","Shockey",16,2004,"TE","12.40",4
16,"JW-6000","Jason","Witten",16,2004,"TE","11.00",5
34,"DG-2100","Daniel","Graham",16,2004,"TE","11.00",5
36,"JT-4300","Jerame","Tuman",16,2004,"TE","10.60",7
8,"JP-4400","Jeb","Putzier",16,2004,"TE","10.00",8
50,"MS-0700","Mike","Seidman",16,2004,"TE","9.60",9
1,"BF-1100","Bubba","Franks",16,2004,"TE","9.20",10
4,"TJ-1500","Teyo","Johnson",16,2004,"TE","8.20",11
17,"RR-1300","Robert","Royal",16,2004,"TE","7.50",12
33,"CF-0300","Christian","Fauria",16,2004,"TE","7.40",13
38,"TH-1100","Todd","Heap",16,2004,"TE","6.40",14
0,"SB-0600","Sean","Berton",16,2004,"TE","5.40",15
37,"TJ-2600","Terry","Jones",16,2004,"TE","5.40",15
6,"BT-1000","Ben","Troupe",16,2004,"TE","5.40",15
14,"CC-4300","Chris","Cooley",16,2004,"TE","5.40",15
24,"DC-1600","Dallas","Clark",16,2004,"TE","5.30",19
49,"KM-0300","Kris","Mangum",16,2004,"TE","4.50",20
23,"BH-1000","Ben","Hartsock",16,2004,"TE","4.10",21
19,"CF-0600","Casey","Fitzsimmons",16,2004,"TE","3.70",22
40,"EJ-0900","Eric","Johnson",16,2004,"TE","3.70",22
53,"SH-0600","Steve","Heiden",16,2004,"TE","3.70",22
21,"DC-1900","Desmond","Clark",16,2004,"TE","3.20",25
31,"BW-1850","Boo","Williams",16,2004,"TE","3.10",26
32,"EC-0400","Ernie","Conwell",16,2004,"TE","2.90",27
45,"RH-0500","Ryan","Hannam",16,2004,"TE","2.80",28
7,"DC-0800","Dwayne","Carswell",16,2004,"TE","2.40",29
3,"JD-3200","Jason","Dunn",16,2004,"TE","2.30",30
12,"MS-0500","Matt","Schobel",16,2004,"TE","2.30",30
20,"SA-0700","Stephen","Alexander",16,2004,"TE","2.30",30
30,"DB-2400","Dwayne","Blakley",16,2004,"TE","2.20",33
51,"DM-3000","Dave","Moore",16,2004,"TE","2.00",34
5,"DJ-2100","Doug","Jolley",16,2004,"TE","1.80",35
15,"BK-1100","Brian","Kozlowski",16,2004,"TE","1.80",35
26,"BM-2200","Billy","Miller",16,2004,"TE","1.70",37
18,"DL-2500","Dustin","Lyman",16,2004,"TE","1.70",37
39,"DD-1500","Darnell","Dinkins",16,2004,"TE","1.50",39
43,"RT-1500","Rod","Trafford",16,2004,"TE","1.50",39
44,"FJ-0500","Freddie","Jones",16,2004,"TE","1.50",39
56,"BM-0100","Brandon","Manumaleuna",16,2004,"TE","1.40",42
29,"KB-1700","Kyle","Brady",16,2004,"TE","1.40",42
47,"JS-6400","Jerramy","Stevens",16,2004,"TE","1.30",44
55,"KH-1300","Keith","Heinrich",16,2004,"TE","1.10",45
52,"DL-0600","Donald","Lee",16,2004,"TE","0.00",46
48,"EE-0100","Eric","Edwards",16,2004,"TE","0.00",46
28,"MB-4400","Mark","Bruener",16,2004,"TE","0.00",46
42,"RN-0600","Ryan","Neufeld",16,2004,"TE","0.00",46
41,"SB-2200","Steve","Bush",16,2004,"TE","0.00",46
35,"JW-1200","Jed","Weaver",16,2004,"TE","0.00",46
27,"TY-0200","Todd","Yoder",16,2004,"TE","0.00",46
22,"JG-1500","John","Gilmore",16,2004,"TE","0.00",46
13,"RK-0200","Reggie","Kelly",16,2004,"TE","0.00",46
11,"MR-1000","Marcellus","Rivers",16,2004,"TE","0.00",46
9,"SM-2500","Shad","Meier",16,2004,"TE","0.00",46
46,"IM-0200","Itula","Mili",16,2004,"TE","0.00",46
57,"LS-1000","L.J.","Smith",16,2004,"TE","0.00",46
44,"TG-1300","Tony","Gonzalez",17,2004,"TE","31.90",1
60,"JW-6000","Jason","Witten",17,2004,"TE","23.70",2
45,"RK-0900","Ryan","Krause",17,2004,"TE","19.10",3
17,"BF-1100","Bubba","Franks",17,2004,"TE","15.90",4
4,"DW-2700","Daniel","Wilcox",17,2004,"TE","13.20",5
53,"SA-0700","Stephen","Alexander",17,2004,"TE","12.60",6
55,"BT-1000","Ben","Troupe",17,2004,"TE","11.50",7
58,"CC-4300","Chris","Cooley",17,2004,"TE","11.40",8
12,"KM-0300","Kris","Mangum",17,2004,"TE","11.10",9
33,"JW-1200","Jed","Weaver",17,2004,"TE","10.20",10
26,"SH-0600","Steve","Heiden",17,2004,"TE","10.00",11
23,"JP-4400","Jeb","Putzier",17,2004,"TE","9.70",12
48,"JS-6400","Jerramy","Stevens",17,2004,"TE","9.40",13
32,"SB-2200","Steve","Bush",17,2004,"TE","9.00",14
62,"VS-0100","Visanthe","Shiancoe",17,2004,"TE","8.60",15
50,"CB-0300","Chris","Baker",17,2004,"TE","7.80",16
15,"MS-0700","Mike","Seidman",17,2004,"TE","7.40",17
59,"RR-1300","Robert","Royal",17,2004,"TE","7.40",17
5,"TJ-2600","Terry","Jones",17,2004,"TE","7.10",19
30,"CF-0300","Christian","Fauria",17,2004,"TE","6.70",20
47,"IM-0200","Itula","Mili",17,2004,"TE","6.70",20
29,"EJ-0900","Eric","Johnson",17,2004,"TE","5.80",22
42,"MB-0800","Mike","Bartrum",17,2004,"TE","5.70",23
39,"LS-1000","L.J.","Smith",17,2004,"TE","5.70",23
6,"DL-0600","Donald","Lee",17,2004,"TE","5.50",25
37,"DJ-2100","Doug","Jolley",17,2004,"TE","5.40",26
61,"MR-1000","Marcellus","Rivers",17,2004,"TE","5.40",26
52,"BM-0100","Brandon","Manumaleuna",17,2004,"TE","5.20",28
19,"DC-1900","Desmond","Clark",17,2004,"TE","5.00",29
27,"BM-2200","Billy","Miller",17,2004,"TE","5.00",29
9,"RN-0600","Ryan","Neufeld",17,2004,"TE","4.50",31
7,"DD-1500","Darnell","Dinkins",17,2004,"TE","4.50",31
0,"FJ-0500","Freddie","Jones",17,2004,"TE","3.80",33
20,"BS-3800","Ben","Steele",17,2004,"TE","3.70",34
49,"RH-0500","Ryan","Hannam",17,2004,"TE","3.40",35
18,"DL-2500","Dustin","Lyman",17,2004,"TE","3.30",36
21,"BH-1000","Ben","Hartsock",17,2004,"TE","3.20",37
36,"TY-0200","Todd","Yoder",17,2004,"TE","2.80",38
13,"BW-1850","Boo","Williams",17,2004,"TE","2.80",38
8,"RM-3100","Randy","McMichael",17,2004,"TE","2.50",40
25,"AS-0800","Aaron","Shea",17,2004,"TE","2.50",40
1,"NL-0200","Nate","Lawrie",17,2004,"TE","2.50",40
51,"AB-1100","Anthony","Becht",17,2004,"TE","2.40",43
43,"JP-1900","Justin","Peelle",17,2004,"TE","2.30",44
11,"RT-1500","Rod","Trafford",17,2004,"TE","2.00",45
24,"DC-0800","Dwayne","Carswell",17,2004,"TE","1.90",46
35,"KB-1700","Kyle","Brady",17,2004,"TE","1.80",47
2,"BB-0100","Billy","Baber",17,2004,"TE","1.70",48
54,"EK-0600","Erron","Kinney",17,2004,"TE","1.50",49
57,"CF-0600","Casey","Fitzsimmons",17,2004,"TE","1.50",49
41,"MS-0500","Matt","Schobel",17,2004,"TE","1.40",51
22,"DC-1600","Dallas","Clark",17,2004,"TE","1.40",51
31,"AW-0200","Aaron","Walker",17,2004,"TE","1.30",53
46,"JD-3200","Jason","Dunn",17,2004,"TE","1.30",53
40,"TS-3300","Tony","Stewart",17,2004,"TE","1.20",55
16,"EC-0400","Ernie","Conwell",17,2004,"TE","1.00",56
10,"JT-4300","Jerame","Tuman",17,2004,"TE","0.00",57
28,"MM-5800","Matt","Murphy",17,2004,"TE","0.00",57
56,"SM-2500","Shad","Meier",17,2004,"TE","0.00",57
3,"EE-0100","Eric","Edwards",17,2004,"TE","0.00",57
38,"RW-2900","Roland","Williams",17,2004,"TE","0.00",57
34,"TJ-1500","Teyo","Johnson",17,2004,"TE","0.00",57
14,"LH-0100","Lamont","Hall",17,2004,"TE","0.00",57
23,"CB-0300","Chris","Baker",1,2005,"TE","28.40",1
50,"DW-2700","Daniel","Wilcox",1,2005,"TE","21.80",2
29,"AS-1700","Alex","Smith",1,2005,"TE","19.40",3
26,"RM-3100","Randy","McMichael",1,2005,"TE","17.50",4
0,"CA-1000","Courtney","Anderson",1,2005,"TE","16.80",5
16,"MP-1500","Marcus","Pollard",1,2005,"TE","16.80",5
28,"JP-4400","Jeb","Putzier",1,2005,"TE","13.70",7
8,"EC-0400","Ernie","Conwell",1,2005,"TE","13.10",8
35,"BT-1000","Ben","Troupe",1,2005,"TE","12.80",9
33,"JS-2700","Jeremy","Shockey",1,2005,"TE","10.90",10
36,"EK-0600","Erron","Kinney",1,2005,"TE","10.80",11
52,"BU-0300","Ben","Utecht",1,2005,"TE","9.60",12
56,"AC-2700","Alge","Crumpler",1,2005,"TE","9.40",13
22,"TG-1300","Tony","Gonzalez",1,2005,"TE","9.10",14
30,"JK-1600","Jimmy","Kleinsasser",1,2005,"TE","8.20",15
51,"TH-1100","Todd","Heap",1,2005,"TE","7.80",16
44,"BM-0100","Brandon","Manumaleuna",1,2005,"TE","7.80",16
1,"BW-0700","Benjamin","Watson",1,2005,"TE","7.50",18
37,"HM-0200","Heath","Miller",1,2005,"TE","7.30",19
19,"JS-6400","Jerramy","Stevens",1,2005,"TE","7.10",20
15,"BF-1100","Bubba","Franks",1,2005,"TE","6.70",21
46,"CC-4300","Chris","Cooley",1,2005,"TE","6.40",22
13,"SH-0600","Steve","Heiden",1,2005,"TE","6.20",23
54,"DD-1500","Darnell","Dinkins",1,2005,"TE","6.00",24
55,"LS-1000","L.J.","Smith",1,2005,"TE","5.90",25
47,"DC-1900","Desmond","Clark",1,2005,"TE","5.60",26
10,"KM-0300","Kris","Mangum",1,2005,"TE","4.20",27
39,"BS-0800","Bo","Scaife",1,2005,"TE","4.20",27
5,"MC-0200","Mark","Campbell",1,2005,"TE","3.80",29
24,"DJ-2100","Doug","Jolley",1,2005,"TE","3.80",29
38,"JT-4300","Jerame","Tuman",1,2005,"TE","3.70",31
20,"GW-1900","George","Wrighster",1,2005,"TE","3.70",31
7,"MB-4400","Mark","Bruener",1,2005,"TE","2.90",33
2,"DG-2100","Daniel","Graham",1,2005,"TE","2.70",34
6,"MM-5800","Matt","Murphy",1,2005,"TE","2.40",35
40,"JW-6000","Jason","Witten",1,2005,"TE","2.20",36
42,"RW-2900","Roland","Williams",1,2005,"TE","2.20",36
49,"RR-1300","Robert","Royal",1,2005,"TE","2.10",38
34,"AB-1300","Adam","Bergen",1,2005,"TE","2.00",39
57,"DB-2400","Dwayne","Blakley",1,2005,"TE","1.90",40
27,"SA-0700","Stephen","Alexander",1,2005,"TE","1.80",41
31,"AB-1100","Anthony","Becht",1,2005,"TE","1.70",42
41,"JP-1900","Justin","Peelle",1,2005,"TE","1.60",43
17,"DM-0300","David","Martin",1,2005,"TE","1.60",43
9,"ZH-0100","Zach","Hilton",1,2005,"TE","1.30",45
11,"MS-0700","Mike","Seidman",1,2005,"TE","0.00",46
53,"BH-1000","Ben","Hartsock",1,2005,"TE","0.00",46
12,"LH-0100","Lamont","Hall",1,2005,"TE","0.00",46
14,"MS-0500","Matt","Schobel",1,2005,"TE","0.00",46
48,"JG-1500","John","Gilmore",1,2005,"TE","0.00",46
21,"RH-0500","Ryan","Hannam",1,2005,"TE","0.00",46
4,"ZF-0100","Zeron","Flemister",1,2005,"TE","0.00",46
45,"BB-0500","Billy","Bajema",1,2005,"TE","0.00",46
25,"LD-0500","Lorenzo","Diamond",1,2005,"TE","0.00",46
43,"SB-2200","Steve","Bush",1,2005,"TE","0.00",46
3,"JF-2900","J.P.","Foschi",1,2005,"TE","0.00",46
18,"KB-1700","Kyle","Brady",1,2005,"TE","0.00",46
32,"EE-0100","Eric","Edwards",1,2005,"TE","0.00",46
19,"SH-0600","Steve","Heiden",2,2005,"TE","31.40",1
32,"LS-1000","L.J.","Smith",2,2005,"TE","29.90",2
28,"RM-3100","Randy","McMichael",2,2005,"TE","21.70",3
16,"AG-0500","Antonio","Gates",2,2005,"TE","14.00",4
36,"JS-6400","Jerramy","Stevens",2,2005,"TE","13.90",5
14,"MS-0500","Matt","Schobel",2,2005,"TE","11.60",6
58,"JS-2700","Jeremy","Shockey",2,2005,"TE","11.40",7
45,"TH-1100","Todd","Heap",2,2005,"TE","10.60",8
37,"AC-2700","Alge","Crumpler",2,2005,"TE","10.30",9
48,"TG-1300","Tony","Gonzalez",2,2005,"TE","9.40",10
53,"JW-6000","Jason","Witten",2,2005,"TE","7.50",11
7,"DG-2100","Daniel","Graham",2,2005,"TE","7.10",12
27,"BJ-2300","Brian","Jones",2,2005,"TE","5.10",13
9,"MP-1500","Marcus","Pollard",2,2005,"TE","5.10",13
54,"RR-1300","Robert","Royal",2,2005,"TE","4.90",15
20,"BF-1100","Bubba","Franks",2,2005,"TE","4.50",16
30,"LD-0500","Lorenzo","Diamond",2,2005,"TE","4.40",17
55,"CC-4300","Chris","Cooley",2,2005,"TE","4.00",18
10,"DC-1900","Desmond","Clark",2,2005,"TE","3.90",19
6,"KM-0300","Kris","Mangum",2,2005,"TE","3.80",20
0,"AB-1300","Adam","Bergen",2,2005,"TE","3.50",21
42,"DD-1500","Darnell","Dinkins",2,2005,"TE","3.40",22
34,"SS-2400","Stephen","Spach",2,2005,"TE","3.40",22
44,"EK-0600","Erron","Kinney",2,2005,"TE","3.30",24
12,"CF-0600","Casey","Fitzsimmons",2,2005,"TE","3.00",25
13,"RK-0200","Reggie","Kelly",2,2005,"TE","2.70",26
17,"JP-4400","Jeb","Putzier",2,2005,"TE","2.60",27
40,"AB-1100","Anthony","Becht",2,2005,"TE","2.60",27
4,"TJ-1500","Teyo","Johnson",2,2005,"TE","2.30",29
3,"BM-0100","Brandon","Manumaleuna",2,2005,"TE","2.30",29
25,"KB-1700","Kyle","Brady",2,2005,"TE","2.20",31
23,"MM-5800","Matt","Murphy",2,2005,"TE","2.20",31
52,"BP-0700","Brett","Pierce",2,2005,"TE","2.00",33
2,"RW-2900","Roland","Williams",2,2005,"TE","1.70",34
15,"JK-1600","Jimmy","Kleinsasser",2,2005,"TE","1.60",35
18,"SA-0700","Stephen","Alexander",2,2005,"TE","1.50",36
43,"BT-1000","Ben","Troupe",2,2005,"TE","1.50",36
