index,"player","fname","lname",week,year,"pos1","fp3",rank
4,"KB-1700","Kyle","Brady",1,2000,"TE","13.50",1
43,"WW-0100","Wesley","Walls",1,2000,"TE","11.80",2
18,"JA-1100","John","Allred",1,2000,"TE","11.60",3
32,"FJ-0500","Freddie","Jones",1,2000,"TE","11.30",4
10,"TD-0800","Tyrone","Davis",1,2000,"TE","9.50",5
46,"FW-1100","Frank","Wycheck",1,2000,"TE","9.10",6
53,"DC-1900","Desmond","Clark",1,2000,"TE","7.70",7
7,"JT-2200","Jeff","Thomason",1,2000,"TE","7.10",8
0,"GC-0500","Greg","Clark",1,2000,"TE","6.60",9
19,"JK-1600","Jimmy","Kleinsasser",1,2000,"TE","5.70",10
12,"TG-1300","Tony","Gonzalez",1,2000,"TE","5.40",11
17,"JD-1000","John","Davis",1,2000,"TE","5.10",12
13,"KD-1000","Ken","Dilger",1,2000,"TE","4.80",13
51,"DC-0800","Dwayne","Carswell",1,2000,"TE","4.70",14
37,"MB-4400","Mark","Bruener",1,2000,"TE","4.70",14
45,"MR-1100","Michael","Roan",1,2000,"TE","4.20",16
22,"EB-1200","Eric","Bjornson",1,2000,"TE","3.50",17
9,"LB-1200","Luther","Broughton",1,2000,"TE","3.20",18
25,"DS-2300","David","Sloan",1,2000,"TE","3.00",19
1,"RK-0200","Reggie","Kelly",1,2000,"TE","3.00",19
42,"SA-0700","Stephen","Alexander",1,2000,"TE","2.90",21
48,"JR-2300","Jay","Riemersma",1,2000,"TE","2.90",21
5,"AS-0800","Aaron","Shea",1,2000,"TE","2.40",23
8,"JH-1800","Jackie","Harris",1,2000,"TE","2.30",24
35,"JB-5600","Jeremy","Brigham",1,2000,"TE","2.30",24
3,"DJ-2200","Damon","Jones",1,2000,"TE","2.20",26
44,"KM-0300","Kris","Mangum",1,2000,"TE","2.20",26
15,"IM-0200","Itula","Mili",1,2000,"TE","2.00",28
30,"DC-0300","Dan","Campbell",1,2000,"TE","2.00",28
20,"AJ-1700","Andrew","Jordan",1,2000,"TE","1.90",30
16,"HG-0200","Hunter","Goodwin",1,2000,"TE","1.80",31
36,"RD-0300","Reggie","Davis",1,2000,"TE","1.80",31
41,"ZF-0100","Zeron","Flemister",1,2000,"TE","1.80",31
23,"DM-3000","Dave","Moore",1,2000,"TE","1.60",34
33,"MR-0800","Mikhael","Ricks",1,2000,"TE","1.60",34
6,"CL-0900","Chad","Lewis",1,2000,"TE","1.60",34
2,"BK-1100","Brian","Kozlowski",1,2000,"TE","1.60",34
34,"RD-1900","Rickey","Dudley",1,2000,"TE","1.50",38
38,"BC-1600","Ben","Coates",1,2000,"TE","1.50",38
11,"BF-1100","Bubba","Franks",1,2000,"TE","1.40",40
24,"RR-1500","Rod","Rutledge",1,2000,"TE","1.40",40
54,"JR-2700","Jeff","Robinson",1,2000,"TE","1.30",42
28,"WR-0300","Walter","Rasby",1,2000,"TE","1.10",43
39,"SS-1200","Shannon","Sharpe",1,2000,"TE","0.00",44
31,"TH-0500","Terry","Hardy",1,2000,"TE","0.00",44
29,"LH-0100","Lamont","Hall",1,2000,"TE","0.00",44
26,"AW-0900","Austin","Wheatley",1,2000,"TE","0.00",44
47,"SJ-0100","Sheldon","Jackson",1,2000,"TE","0.00",44
21,"AM-1100","Alonzo","Mayes",1,2000,"TE","0.00",44
49,"BC-1900","Bobby","Collins",1,2000,"TE","0.00",44
50,"EK-0600","Erron","Kinney",1,2000,"TE","0.00",44
14,"TD-2000","Troy","Drayton",1,2000,"TE","0.00",44
52,"RW-2900","Roland","Williams",1,2000,"TE","0.00",44
40,"CG-0700","Cory","Geason",1,2000,"TE","0.00",44
27,"AG-0900","Andrew","Glover",1,2000,"TE","0.00",44
5,"JR-2300","Jay","Riemersma",2,2000,"TE","23.00",1
30,"WW-0100","Wesley","Walls",2,2000,"TE","20.90",2
46,"JH-1800","Jackie","Harris",2,2000,"TE","18.60",3
25,"CL-0900","Chad","Lewis",2,2000,"TE","16.70",4
18,"KD-1000","Ken","Dilger",2,2000,"TE","16.60",5
41,"FW-1100","Frank","Wycheck",2,2000,"TE","16.20",6
48,"EB-1200","Eric","Bjornson",2,2000,"TE","15.90",7
0,"SS-1200","Shannon","Sharpe",2,2000,"TE","14.00",8
15,"SA-0700","Stephen","Alexander",2,2000,"TE","10.90",9
11,"DC-0800","Dwayne","Carswell",2,2000,"TE","10.40",10
17,"MP-1500","Marcus","Pollard",2,2000,"TE","9.70",11
33,"IM-0200","Itula","Mili",2,2000,"TE","8.20",12
8,"MC-0200","Mark","Campbell",2,2000,"TE","7.50",13
36,"RW-2900","Roland","Williams",2,2000,"TE","7.40",14
49,"FB-0100","Fred","Baxter",2,2000,"TE","7.40",14
19,"RD-1900","Rickey","Dudley",2,2000,"TE","6.50",16
29,"AG-0900","Andrew","Glover",2,2000,"TE","6.30",17
24,"JD-1000","John","Davis",2,2000,"TE","6.20",18
21,"AJ-1700","Andrew","Jordan",2,2000,"TE","5.70",19
3,"TD-0800","Tyrone","Davis",2,2000,"TE","5.40",20
7,"TM-2000","Tony","McGee",2,2000,"TE","4.40",21
10,"AS-0800","Aaron","Shea",2,2000,"TE","4.00",22
44,"TH-0500","Terry","Hardy",2,2000,"TE","3.90",23
12,"DC-1900","Desmond","Clark",2,2000,"TE","3.70",24
42,"EK-0600","Erron","Kinney",2,2000,"TE","3.70",24
43,"TG-1300","Tony","Gonzalez",2,2000,"TE","3.60",26
4,"BF-1100","Bubba","Franks",2,2000,"TE","3.20",27
31,"GC-0500","Greg","Clark",2,2000,"TE","3.20",27
1,"KB-1700","Kyle","Brady",2,2000,"TE","3.20",27
20,"JB-5600","Jeremy","Brigham",2,2000,"TE","3.00",30
28,"FJ-0500","Freddie","Jones",2,2000,"TE","2.90",31
6,"SJ-0100","Sheldon","Jackson",2,2000,"TE","2.20",32
23,"JW-1200","Jed","Weaver",2,2000,"TE","2.20",32
2,"BC-1600","Ben","Coates",2,2000,"TE","2.00",34
37,"AM-1100","Alonzo","Mayes",2,2000,"TE","1.80",35
35,"JR-2700","Jeff","Robinson",2,2000,"TE","1.80",35
22,"JK-1600","Jimmy","Kleinsasser",2,2000,"TE","1.70",37
13,"BK-1100","Brian","Kozlowski",2,2000,"TE","1.60",38
45,"CG-0900","Chris","Gedney",2,2000,"TE","1.50",39
16,"DS-2300","David","Sloan",2,2000,"TE","1.30",40
47,"DL-0100","David","LaFleur",2,2000,"TE","1.20",41
34,"EC-0400","Ernie","Conwell",2,2000,"TE","1.20",41
40,"TY-0200","Todd","Yoder",2,2000,"TE","1.10",43
38,"DM-3000","Dave","Moore",2,2000,"TE","0.00",44
39,"DL-2500","Dustin","Lyman",2,2000,"TE","0.00",44
14,"RK-0200","Reggie","Kelly",2,2000,"TE","0.00",44
27,"LB-1200","Luther","Broughton",2,2000,"TE","0.00",44
26,"HC-0200","Howard","Cross",2,2000,"TE","0.00",44
9,"MB-1100","Marco","Battaglia",2,2000,"TE","0.00",44
32,"KM-0300","Kris","Mangum",2,2000,"TE","0.00",44
9,"AS-0800","Aaron","Shea",3,2000,"TE","14.30",1
39,"IM-0200","Itula","Mili",3,2000,"TE","12.20",2
48,"JH-1800","Jackie","Harris",3,2000,"TE","10.80",3
28,"JM-3900","Johnny","McWilliams",3,2000,"TE","10.60",4
44,"SS-1200","Shannon","Sharpe",3,2000,"TE","10.60",4
11,"DS-2300","David","Sloan",3,2000,"TE","9.30",6
23,"FJ-0500","Freddie","Jones",3,2000,"TE","8.50",7
21,"TG-1300","Tony","Gonzalez",3,2000,"TE","8.30",8
14,"TD-0800","Tyrone","Davis",3,2000,"TE","8.10",9
30,"JR-2300","Jay","Riemersma",3,2000,"TE","7.80",10
2,"WW-0100","Wesley","Walls",3,2000,"TE","7.50",11
24,"TD-2000","Troy","Drayton",3,2000,"TE","7.20",12
18,"KB-1700","Kyle","Brady",3,2000,"TE","6.70",13
32,"BC-1900","Bobby","Collins",3,2000,"TE","6.30",14
19,"TM-2000","Tony","McGee",3,2000,"TE","5.30",15
46,"JW-1200","Jed","Weaver",3,2000,"TE","5.10",16
17,"BF-1100","Bubba","Franks",3,2000,"TE","4.30",17
36,"DC-1900","Desmond","Clark",3,2000,"TE","4.20",18
4,"PM-1100","Pete","Mitchell",3,2000,"TE","3.70",19
34,"DC-0800","Dwayne","Carswell",3,2000,"TE","3.70",19
40,"CF-0300","Christian","Fauria",3,2000,"TE","3.60",21
3,"KM-0300","Kris","Mangum",3,2000,"TE","3.60",21
27,"EB-1200","Eric","Bjornson",3,2000,"TE","3.30",23
42,"GC-0500","Greg","Clark",3,2000,"TE","3.30",23
45,"BC-1600","Ben","Coates",3,2000,"TE","3.10",25
35,"JB-5600","Jeremy","Brigham",3,2000,"TE","2.90",26
5,"JA-1100","John","Allred",3,2000,"TE","2.80",27
7,"HC-0200","Howard","Cross",3,2000,"TE","2.80",27
49,"SA-0700","Stephen","Alexander",3,2000,"TE","2.50",29
6,"DC-0300","Dan","Campbell",3,2000,"TE","2.30",30
38,"RD-1900","Rickey","Dudley",3,2000,"TE","2.30",30
41,"RW-2900","Roland","Williams",3,2000,"TE","2.10",32
15,"LB-1200","Luther","Broughton",3,2000,"TE","2.00",33
33,"SJ-0100","Sheldon","Jackson",3,2000,"TE","1.80",34
26,"JK-1600","Jimmy","Kleinsasser",3,2000,"TE","1.70",35
13,"AP-2100","Alfred","Pupunu",3,2000,"TE","1.60",36
10,"MB-4400","Mark","Bruener",3,2000,"TE","1.50",37
25,"JD-1000","John","Davis",3,2000,"TE","1.50",37
43,"HG-0200","Hunter","Goodwin",3,2000,"TE","0.00",39
47,"DL-0100","David","LaFleur",3,2000,"TE","0.00",39
0,"RK-0200","Reggie","Kelly",3,2000,"TE","0.00",39
31,"AB-1100","Anthony","Becht",3,2000,"TE","0.00",39
29,"RR-1500","Rod","Rutledge",3,2000,"TE","0.00",39
22,"MR-0800","Mikhael","Ricks",3,2000,"TE","0.00",39
20,"MB-1100","Marco","Battaglia",3,2000,"TE","0.00",39
16,"CL-0900","Chad","Lewis",3,2000,"TE","0.00",39
12,"DM-3000","Dave","Moore",3,2000,"TE","0.00",39
8,"AM-1100","Alonzo","Mayes",3,2000,"TE","0.00",39
1,"BK-1100","Brian","Kozlowski",3,2000,"TE","0.00",39
37,"BM-2200","Billy","Miller",3,2000,"TE","0.00",39
50,"JJ-1500","James","Jenkins",3,2000,"TE","0.00",39
14,"TG-1300","Tony","Gonzalez",4,2000,"TE","31.70",1
3,"RK-0200","Reggie","Kelly",4,2000,"TE","18.30",2
13,"JH-1800","Jackie","Harris",4,2000,"TE","18.20",3
31,"FJ-0500","Freddie","Jones",4,2000,"TE","16.20",4
21,"CL-0900","Chad","Lewis",4,2000,"TE","15.30",5
6,"SS-1200","Shannon","Sharpe",4,2000,"TE","15.00",6
42,"KD-1000","Ken","Dilger",4,2000,"TE","14.80",7
27,"EK-0600","Erron","Kinney",4,2000,"TE","11.50",8
35,"DM-3000","Dave","Moore",4,2000,"TE","9.00",9
30,"IM-0200","Itula","Mili",4,2000,"TE","7.50",10
24,"RD-1900","Rickey","Dudley",4,2000,"TE","7.40",11
2,"BF-1100","Bubba","Franks",4,2000,"TE","6.40",12
15,"DC-0800","Dwayne","Carswell",4,2000,"TE","5.70",13
9,"DS-2300","David","Sloan",4,2000,"TE","5.30",14
32,"MR-0800","Mikhael","Ricks",4,2000,"TE","4.90",15
39,"SA-0700","Stephen","Alexander",4,2000,"TE","4.80",16
29,"CG-0700","Cory","Geason",4,2000,"TE","4.60",17
10,"AM-1100","Alonzo","Mayes",4,2000,"TE","4.50",18
22,"LB-1200","Luther","Broughton",4,2000,"TE","4.20",19
0,"TD-0800","Tyrone","Davis",4,2000,"TE","4.20",19
36,"AB-1100","Anthony","Becht",4,2000,"TE","4.00",21
41,"MP-1500","Marcus","Pollard",4,2000,"TE","3.90",22
23,"MC-0200","Mark","Campbell",4,2000,"TE","3.60",23
8,"JA-1100","John","Allred",4,2000,"TE","3.50",24
19,"EB-1200","Eric","Bjornson",4,2000,"TE","3.50",24
26,"FW-1100","Frank","Wycheck",4,2000,"TE","3.40",26
12,"GC-0500","Greg","Clark",4,2000,"TE","3.30",27
40,"KB-1700","Kyle","Brady",4,2000,"TE","3.20",28
34,"SH-0600","Steve","Heiden",4,2000,"TE","2.90",29
38,"PM-1100","Pete","Mitchell",4,2000,"TE","2.80",30
25,"AS-0800","Aaron","Shea",4,2000,"TE","2.70",31
33,"CF-0300","Christian","Fauria",4,2000,"TE","2.30",32
1,"TH-0500","Terry","Hardy",4,2000,"TE","2.10",33
16,"TD-2000","Troy","Drayton",4,2000,"TE","2.10",33
5,"BK-1100","Brian","Kozlowski",4,2000,"TE","1.80",35
4,"JR-2700","Jeff","Robinson",4,2000,"TE","1.70",36
37,"FB-0100","Fred","Baxter",4,2000,"TE","1.50",37
28,"MB-4400","Mark","Bruener",4,2000,"TE","1.40",38
20,"AG-0900","Andrew","Glover",4,2000,"TE","0.00",39
7,"BC-1600","Ben","Coates",4,2000,"TE","0.00",39
17,"DC-1900","Desmond","Clark",4,2000,"TE","0.00",39
18,"EP-0400","Ed","Perry",4,2000,"TE","0.00",39
11,"WR-0300","Walter","Rasby",4,2000,"TE","0.00",39
43,"GD-0100","Greg","DeLong",4,2000,"TE","0.00",39
28,"FW-1100","Frank","Wycheck",5,2000,"TE","21.20",1
9,"SS-1200","Shannon","Sharpe",5,2000,"TE","14.30",2
6,"TM-2000","Tony","McGee",5,2000,"TE","13.40",3
44,"TG-1300","Tony","Gonzalez",5,2000,"TE","12.40",4
36,"CL-0900","Chad","Lewis",5,2000,"TE","12.20",5
24,"FJ-0500","Freddie","Jones",5,2000,"TE","12.00",6
27,"EK-0600","Erron","Kinney",5,2000,"TE","11.00",7
17,"BF-1100","Bubba","Franks",5,2000,"TE","10.40",8
35,"DM-3000","Dave","Moore",5,2000,"TE","8.70",9
16,"JD-1000","John","Davis",5,2000,"TE","7.40",10
31,"DC-0300","Dan","Campbell",5,2000,"TE","7.10",11
43,"IM-0200","Itula","Mili",5,2000,"TE","7.10",11
4,"JH-1800","Jackie","Harris",5,2000,"TE","7.00",13
19,"JA-1100","John","Allred",5,2000,"TE","6.80",14
21,"KB-1700","Kyle","Brady",5,2000,"TE","6.70",15
25,"RW-2900","Roland","Williams",5,2000,"TE","6.60",16
42,"CF-0300","Christian","Fauria",5,2000,"TE","6.50",17
32,"SA-0700","Stephen","Alexander",5,2000,"TE","5.80",18
0,"KD-1000","Ken","Dilger",5,2000,"TE","5.60",19
1,"MP-1500","Marcus","Pollard",5,2000,"TE","5.50",20
12,"DC-0800","Dwayne","Carswell",5,2000,"TE","5.10",21
3,"WW-0100","Wesley","Walls",5,2000,"TE","4.60",22
22,"TH-0500","Terry","Hardy",5,2000,"TE","4.40",23
23,"GC-0500","Greg","Clark",5,2000,"TE","4.40",23
11,"EB-1200","Eric","Bjornson",5,2000,"TE","4.00",25
7,"MB-1100","Marco","Battaglia",5,2000,"TE","3.90",26
39,"LB-1200","Luther","Broughton",5,2000,"TE","2.80",27
14,"DS-2300","David","Sloan",5,2000,"TE","2.20",28
41,"TD-2000","Troy","Drayton",5,2000,"TE","2.10",29
18,"AM-1100","Alonzo","Mayes",5,2000,"TE","1.70",30
37,"JT-2200","Jeff","Thomason",5,2000,"TE","1.60",31
20,"MB-4400","Mark","Bruener",5,2000,"TE","1.50",32
2,"BC-1900","Bobby","Collins",5,2000,"TE","1.50",32
13,"DC-1900","Desmond","Clark",5,2000,"TE","1.40",34
29,"PM-1100","Pete","Mitchell",5,2000,"TE","1.10",35
15,"JK-1600","Jimmy","Kleinsasser",5,2000,"TE","0.40",36
33,"JJ-1500","James","Jenkins",5,2000,"TE","0.00",37
5,"DL-0100","David","LaFleur",5,2000,"TE","0.00",37
38,"RK-0200","Reggie","Kelly",5,2000,"TE","0.00",37
30,"ML-0600","Mike","Leach",5,2000,"TE","0.00",37
40,"BK-1100","Brian","Kozlowski",5,2000,"TE","0.00",37
8,"HG-0200","Hunter","Goodwin",5,2000,"TE","0.00",37
10,"AS-0800","Aaron","Shea",5,2000,"TE","0.00",37
34,"JZ-0100","Joe","Zelenka",5,2000,"TE","0.00",37
26,"JR-2700","Jeff","Robinson",5,2000,"TE","0.00",37
8,"WW-0100","Wesley","Walls",6,2000,"TE","20.20",1
32,"FJ-0500","Freddie","Jones",6,2000,"TE","18.20",2
14,"FW-1100","Frank","Wycheck",6,2000,"TE","13.80",3
28,"CL-0900","Chad","Lewis",6,2000,"TE","12.70",4
40,"JD-1000","John","Davis",6,2000,"TE","12.10",5
31,"DC-0800","Dwayne","Carswell",6,2000,"TE","11.90",6
23,"EB-1200","Eric","Bjornson",6,2000,"TE","11.20",7
13,"AG-0900","Andrew","Glover",6,2000,"TE","9.90",8
37,"KB-1700","Kyle","Brady",6,2000,"TE","9.50",9
4,"RK-0200","Reggie","Kelly",6,2000,"TE","8.90",10
29,"SA-0700","Stephen","Alexander",6,2000,"TE","7.80",11
5,"BK-1100","Brian","Kozlowski",6,2000,"TE","7.40",12
7,"CF-0300","Christian","Fauria",6,2000,"TE","5.40",13
18,"BF-1100","Bubba","Franks",6,2000,"TE","4.80",14
2,"AS-0800","Aaron","Shea",6,2000,"TE","4.20",15
35,"GC-0500","Greg","Clark",6,2000,"TE","3.90",16
25,"AB-1100","Anthony","Becht",6,2000,"TE","3.90",16
22,"KD-1000","Ken","Dilger",6,2000,"TE","3.70",18
38,"SS-1200","Shannon","Sharpe",6,2000,"TE","3.60",19
12,"KS-1300","Kaseem","Sinceno",6,2000,"TE","3.60",19
20,"BC-1900","Bobby","Collins",6,2000,"TE","3.30",21
41,"DM-3000","Dave","Moore",6,2000,"TE","3.20",22
9,"KM-0300","Kris","Mangum",6,2000,"TE","2.80",23
1,"CG-0900","Chris","Gedney",6,2000,"TE","2.70",24
16,"MB-1100","Marco","Battaglia",6,2000,"TE","2.50",25
10,"IM-0200","Itula","Mili",6,2000,"TE","2.20",26
30,"LB-1200","Luther","Broughton",6,2000,"TE","2.00",27
15,"EK-0600","Erron","Kinney",6,2000,"TE","1.80",28
27,"CG-0700","Cory","Geason",6,2000,"TE","1.80",28
26,"MB-4400","Mark","Bruener",6,2000,"TE","1.70",30
0,"TH-0500","Terry","Hardy",6,2000,"TE","1.50",31
21,"HG-0200","Hunter","Goodwin",6,2000,"TE","1.40",32
17,"TM-2000","Tony","McGee",6,2000,"TE","1.40",32
3,"MC-0200","Mark","Campbell",6,2000,"TE","1.40",32
24,"MP-1500","Marcus","Pollard",6,2000,"TE","1.40",32
11,"JA-1100","John","Allred",6,2000,"TE","1.20",36
19,"RW-1700","Ryan","Wetnight",6,2000,"TE","0.00",37
33,"SH-0600","Steve","Heiden",6,2000,"TE","0.00",37
34,"RD-1900","Rickey","Dudley",6,2000,"TE","0.00",37
36,"JB-5600","Jeremy","Brigham",6,2000,"TE","0.00",37
6,"DC-0300","Dan","Campbell",6,2000,"TE","0.00",37
39,"BC-1600","Ben","Coates",6,2000,"TE","0.00",37
42,"TY-0200","Todd","Yoder",6,2000,"TE","0.00",37
12,"TG-1300","Tony","Gonzalez",7,2000,"TE","26.00",1
29,"KD-1000","Ken","Dilger",7,2000,"TE","21.30",2
1,"CL-0900","Chad","Lewis",7,2000,"TE","19.20",3
41,"FW-1100","Frank","Wycheck",7,2000,"TE","15.70",4
6,"AS-0800","Aaron","Shea",7,2000,"TE","13.60",5
28,"IM-0200","Itula","Mili",7,2000,"TE","12.10",6
19,"WW-0100","Wesley","Walls",7,2000,"TE","9.30",7
34,"SS-1200","Shannon","Sharpe",7,2000,"TE","9.00",8
5,"DC-1900","Desmond","Clark",7,2000,"TE","8.60",9
7,"DC-0800","Dwayne","Carswell",7,2000,"TE","8.00",10
11,"BF-1100","Bubba","Franks",7,2000,"TE","8.00",10
36,"SA-0700","Stephen","Alexander",7,2000,"TE","7.50",12
39,"KS-1300","Kaseem","Sinceno",7,2000,"TE","7.20",13
21,"PM-1100","Pete","Mitchell",7,2000,"TE","7.10",14
24,"TM-2000","Tony","McGee",7,2000,"TE","5.30",15
18,"AG-0900","Andrew","Glover",7,2000,"TE","4.90",16
13,"JB-5600","Jeremy","Brigham",7,2000,"TE","3.90",17
15,"EB-1200","Eric","Bjornson",7,2000,"TE","3.70",18
2,"CG-0900","Chris","Gedney",7,2000,"TE","3.30",19
42,"KB-1700","Kyle","Brady",7,2000,"TE","3.10",20
23,"DL-0100","David","LaFleur",7,2000,"TE","2.90",21
31,"RK-0200","Reggie","Kelly",7,2000,"TE","2.50",22
26,"MB-1100","Marco","Battaglia",7,2000,"TE","2.40",23
3,"BC-1900","Bobby","Collins",7,2000,"TE","2.10",24
32,"RW-2900","Roland","Williams",7,2000,"TE","2.00",25
37,"JM-3900","Johnny","McWilliams",7,2000,"TE","1.90",26
20,"BK-0800","Brian","Kinchen",7,2000,"TE","1.70",27
35,"BC-1600","Ben","Coates",7,2000,"TE","1.60",28
0,"TH-0500","Terry","Hardy",7,2000,"TE","1.50",29
25,"MB-4400","Mark","Bruener",7,2000,"TE","1.50",29
22,"JH-1800","Jackie","Harris",7,2000,"TE","1.40",31
14,"TD-2000","Troy","Drayton",7,2000,"TE","1.20",32
30,"JS-4900","Justin","Snow",7,2000,"TE","0.00",33
17,"RR-1500","Rod","Rutledge",7,2000,"TE","0.00",33
33,"BK-1100","Brian","Kozlowski",7,2000,"TE","0.00",33
16,"FB-0100","Fred","Baxter",7,2000,"TE","0.00",33
10,"JS-7500","Justin","Swift",7,2000,"TE","0.00",33
9,"BM-2200","Billy","Miller",7,2000,"TE","0.00",33
38,"JD-1000","John","Davis",7,2000,"TE","0.00",33
8,"MC-0200","Mark","Campbell",7,2000,"TE","0.00",33
40,"SD-0700","Scott","Dragos",7,2000,"TE","0.00",33
4,"FJ-0500","Freddie","Jones",7,2000,"TE","0.00",33
27,"SB-2200","Steve","Bush",7,2000,"TE","0.00",33
43,"EK-0600","Erron","Kinney",7,2000,"TE","0.00",33
28,"TG-1300","Tony","Gonzalez",8,2000,"TE","25.70",1
26,"KB-1700","Kyle","Brady",8,2000,"TE","22.10",2
8,"SS-1200","Shannon","Sharpe",8,2000,"TE","21.40",3
29,"RW-2900","Roland","Williams",8,2000,"TE","11.40",4
18,"DC-0800","Dwayne","Carswell",8,2000,"TE","10.80",5
15,"DC-1900","Desmond","Clark",8,2000,"TE","10.40",6
30,"TD-2000","Troy","Drayton",8,2000,"TE","9.20",7
38,"JT-2200","Jeff","Thomason",8,2000,"TE","9.00",8
34,"IM-0200","Itula","Mili",8,2000,"TE","8.30",9
4,"RK-0200","Reggie","Kelly",8,2000,"TE","6.20",10
24,"RR-1500","Rod","Rutledge",8,2000,"TE","5.40",11
23,"MP-1500","Marcus","Pollard",8,2000,"TE","5.30",12
12,"WW-0100","Wesley","Walls",8,2000,"TE","5.20",13
1,"DM-3000","Dave","Moore",8,2000,"TE","4.80",14
31,"JM-3900","Johnny","McWilliams",8,2000,"TE","4.20",15
33,"RD-1900","Rickey","Dudley",8,2000,"TE","4.10",16
3,"LH-0100","Lamont","Hall",8,2000,"TE","4.00",17
27,"SA-0700","Stephen","Alexander",8,2000,"TE","3.70",18
35,"JB-5600","Jeremy","Brigham",8,2000,"TE","3.60",19
17,"TM-2000","Tony","McGee",8,2000,"TE","3.50",20
13,"GC-0500","Greg","Clark",8,2000,"TE","3.40",21
21,"CG-0900","Chris","Gedney",8,2000,"TE","3.40",21
44,"HG-0200","Hunter","Goodwin",8,2000,"TE","3.30",23
37,"CL-0900","Chad","Lewis",8,2000,"TE","3.20",24
9,"BC-1600","Ben","Coates",8,2000,"TE","3.20",24
42,"AS-0800","Aaron","Shea",8,2000,"TE","3.10",26
25,"KD-1000","Ken","Dilger",8,2000,"TE","2.50",27
7,"FW-1100","Frank","Wycheck",8,2000,"TE","2.50",27
19,"JH-1800","Jackie","Harris",8,2000,"TE","2.30",29
22,"EB-1200","Eric","Bjornson",8,2000,"TE","2.10",30
2,"WR-0300","Walter","Rasby",8,2000,"TE","1.90",31
39,"KS-1300","Kaseem","Sinceno",8,2000,"TE","1.90",31
0,"DS-2300","David","Sloan",8,2000,"TE","1.80",33
11,"JS-7500","Justin","Swift",8,2000,"TE","1.80",33
36,"CF-0300","Christian","Fauria",8,2000,"TE","1.60",35
20,"TH-0500","Terry","Hardy",8,2000,"TE","1.40",36
14,"KM-0300","Kris","Mangum",8,2000,"TE","1.20",37
6,"BK-1100","Brian","Kozlowski",8,2000,"TE","1.20",37
43,"MC-0200","Mark","Campbell",8,2000,"TE","1.20",37
46,"FB-0100","Fred","Baxter",8,2000,"TE","0.00",40
16,"MB-1100","Marco","Battaglia",8,2000,"TE","0.00",40
10,"EK-0600","Erron","Kinney",8,2000,"TE","0.00",40
40,"DL-2500","Dustin","Lyman",8,2000,"TE","0.00",40
41,"MB-4400","Mark","Bruener",8,2000,"TE","0.00",40
5,"AG-0900","Andrew","Glover",8,2000,"TE","0.00",40
45,"BB-0700","Brad","Banta",8,2000,"TE","0.00",40
32,"AJ-1700","Andrew","Jordan",8,2000,"TE","0.00",40
47,"JW-1200","Jed","Weaver",8,2000,"TE","0.00",40
42,"FJ-0500","Freddie","Jones",9,2000,"TE","36.10",1
18,"KB-1700","Kyle","Brady",9,2000,"TE","32.80",2
36,"TG-1300","Tony","Gonzalez",9,2000,"TE","21.10",3
37,"CF-0300","Christian","Fauria",9,2000,"TE","18.00",4
1,"TH-0500","Terry","Hardy",9,2000,"TE","17.50",5
21,"MP-1500","Marcus","Pollard",9,2000,"TE","16.40",6
22,"KD-1000","Ken","Dilger",9,2000,"TE","16.20",7
45,"FW-1100","Frank","Wycheck",9,2000,"TE","13.80",8
17,"JH-1800","Jackie","Harris",9,2000,"TE","12.40",9
40,"DM-3000","Dave","Moore",9,2000,"TE","10.70",10
12,"FB-0100","Fred","Baxter",9,2000,"TE","9.30",11
4,"WW-0100","Wesley","Walls",9,2000,"TE","8.70",12
46,"SA-0700","Stephen","Alexander",9,2000,"TE","7.80",13
24,"BF-1100","Bubba","Franks",9,2000,"TE","7.20",14
0,"LH-0100","Lamont","Hall",9,2000,"TE","7.10",15
9,"SS-1200","Shannon","Sharpe",9,2000,"TE","6.50",16
20,"DS-2300","David","Sloan",9,2000,"TE","6.00",17
25,"TD-0800","Tyrone","Davis",9,2000,"TE","4.90",18
34,"GC-0500","Greg","Clark",9,2000,"TE","4.70",19
39,"JK-1600","Jimmy","Kleinsasser",9,2000,"TE","4.50",20
5,"RK-0200","Reggie","Kelly",9,2000,"TE","3.90",21
28,"CL-0900","Chad","Lewis",9,2000,"TE","3.60",22
2,"AG-0900","Andrew","Glover",9,2000,"TE","3.40",23
27,"PM-1100","Pete","Mitchell",9,2000,"TE","3.30",24
6,"KM-0300","Kris","Mangum",9,2000,"TE","3.00",25
43,"JB-5600","Jeremy","Brigham",9,2000,"TE","2.50",26
10,"JR-2300","Jay","Riemersma",9,2000,"TE","2.30",27
14,"TM-2000","Tony","McGee",9,2000,"TE","2.30",27
38,"IM-0200","Itula","Mili",9,2000,"TE","2.20",29
41,"JD-1000","John","Davis",9,2000,"TE","2.10",30
7,"MB-4400","Mark","Bruener",9,2000,"TE","2.10",30
35,"EC-0400","Ernie","Conwell",9,2000,"TE","1.70",32
13,"MB-1100","Marco","Battaglia",9,2000,"TE","1.60",33
44,"RD-1900","Rickey","Dudley",9,2000,"TE","1.60",33
19,"DL-0100","David","LaFleur",9,2000,"TE","1.50",35
3,"JT-0400","Jay","Tant",9,2000,"TE","1.40",36
15,"AS-0800","Aaron","Shea",9,2000,"TE","1.30",37
30,"LB-1200","Luther","Broughton",9,2000,"TE","0.00",38
